USGS	01100561	SPICKET RIVER NEAR METHUEN, MA
USGS	01100568	SHAWSHEEN RIVER AT HANSCOM FIELD NEAR BEDFORD, MA
USGS	01100600	SHAWSHEEN RIVER NEAR WILMINGTON, MA
USGS	01100627	SHAWSHEEN RIVER AT BALMORAL STREET AT ANDOVER, MA
USGS	01100693	MERRIMACK R 0.3 MILES U.S.RT 125 AT HAVERHILL,MA
USGS	01100870	MERRIMACK RIVER AT NEWBURYPORT, MA
USGS	01101000	PARKER RIVER AT BYFIELD, MA
USGS	01101500	IPSWICH RIVER AT SOUTH MIDDLETON, MA
USGS	01102000	IPSWICH RIVER NEAR IPSWICH, MA
USGS	01102345	SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA
USGS	01102500	ABERJONA RIVER AT WINCHESTER, MA
USGS	01103010	MYSTIC RIVER AT ARLINGTON, MA
USGS	01103025	ALEWIFE BROOK NEAR ARLINGTON, MA
USGS	01103050	MYSTIC R AT AMELIA EARHART DAM NR SOMERVILLE, MA
USGS	01103280	CHARLES RIVER AT MEDWAY, MA
USGS	01103455	TROUT BROOK AT DOVER, MA
USGS	01103500	CHARLES RIVER AT DOVER, MA
USGS	01104000	MOTHER BROOK AT DEDHAM, MA
USGS	01104200	CHARLES RIVER AT WELLESLEY, MA
USGS	01104370	STONY BROOK AT VILES STREET, NEAR WESTON, MA
USGS	01104405	HOBBS BROOK AT MILL ST NR LINCOLN, MA
USGS	01104410	CAMBRIDGE RES., UNNAMED TRIB 1, NR LEXINGTON, MA
USGS	01104415	CAMBRIDGE RES., UNNAMED TRIB 2, NR LEXINGTON, MA
USGS	01104420	CAMBRIDGE RES., UNNAMED TRIB 3, NR LEXINGTON, MA
USGS	01104430	HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA
USGS	01104453	STONY BROOK UNNAMED TRIB 2 NR WESTON STATION
USGS	01104455	STONY BROOK, UNNAMED TRIBUTARY 1, NEAR WALTHAM, MA
USGS	01104460	STONY BROOK AT RT 20 AT WALTHAM, MA
USGS	01104475	STONY BROOK RES., UNNAMED TRIB 1, NEAR WESTON, MA
USGS	01104480	STONY BROOK RESERVOIR AT DAM NEAR WALTHAM, MA
USGS	01104500	CHARLES RIVER AT WALTHAM, MA
USGS	01104501	BEAVER BROOK, LINDEN STREET, AT WALTHAM, MA
USGS	01104683	MUDDY RIVER AT BROOKLINE, MA
USGS	01104705	CHARLES RIVER AT FIRST ST AT CAMBRIDGE, MA
USGS	01104715	CHARLES RIVER, NEW CHARLES RIVER DAM AT BOSTON, MA
USGS	01105000	NEPONSET RIVER AT NORWOOD, MA
USGS	01105500	EAST BRANCH NEPONSET RIVER AT CANTON, MA
USGS	011055525	PONKAPOAG BRK UPSTREAM RT 138,NR CANTON, MA
USGS	01105554	NEPONSET RIVER AT GREENLODGE ST NEAR CANTON, MA
USGS	011055566	NEPONSET RIVER AT MILTON VILLAGE, MA
USGS	01105583	MONATIQUOT RIVER AT EAST BRAINTREE, MA
USGS	01105584	TOWN BROOK AT DIVERSION TUNNEL AT QUINCY, MA
USGS	01105585	TOWN BROOK AT QUINCY, MA
USGS	01105600	OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA
USGS	01105606	WHITMANS POND, WHITMANS POND DAM AT E. WEYMOUTH,MA
USGS	01105607	WHITMANS POND FLOOD BY-PASS AT EAST WEYMOUTH, MA
USGS	01105608	WHITMANS POND FISH LADDER AT EAST WEYMOUTH, MA
USGS	01105638	WEIR RIVER AT LEAVITT STREET AT HINGHAM, MA
USGS	01105730	INDIAN HEAD RIVER AT HANOVER, MA
USGS	01105870	JONES RIVER AT KINGSTON, MA
USGS	01105876	EEL RIVER AT RT 3A NEAR PLYMOUTH, MA
USGS	01105880	HERRING RIVER AT NORTH HARWICH, MA
USGS	011058837	QUASHNET RIVER AT WAQUOIT VILLAGE, MA
USGS	01105917	MATTAPOISETT RIVER NEAR MATTAPOISETT, MA
USGS	01105933	PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA
USGS	01108000	TAUNTON RIVER NEAR BRIDGEWATER, MA
USGS	01108410	MILL RIVER AT SPRING STREET AT TAUNTON, MA
USGS	01109000	WADING RIVER NEAR NORTON, MA
USGS	01109060	THREEMILE RIVER AT NORTH DIGHTON, MA
USGS	01109070	SEGREGANSET RIVER NEAR DIGHTON, MA
USGS	01109403	TEN MILE R., PAWTUCKET AVE. AT E. PROVIDENCE, RI
USGS	01109730	BLACKSTONE RIVER, W. MAIN ST., AT MILLBURY, MA
USGS	01110000	QUINSIGAMOND RIVER AT NORTH GRAFTON, MA
USGS	01110500	BLACKSTONE RIVER AT NORTHBRIDGE, MA
USGS	01111200	WEST RIVER BELOW WEST HILL DAM, NR UXBRIDGE, MA
USGS	01111212	BLACKSTONE RIVER, RT 122 BRIDGE NEAR UXBRIDGE, MA
USGS	01111300	NIPMUC RIVER NEAR HARRISVILLE, RI
USGS	01111500	BRANCH RIVER AT FORESTDALE, RI
USGS	01112500	BLACKSTONE RIVER AT WOONSOCKET, RI
USGS	01113895	BLACKSTONE R AT ROOSEVELT ST AT PAWTUCKET RI
USGS	01114000	MOSHASSUCK RIVER AT PROVIDENCE, RI
USGS	01114500	WOONASQUATUCKET RIVER AT CENTERDALE, RI
USGS	01115098	PEEPTOAD BROOK AT ELMDALE RD NR NORTH SCITUATE, RI
USGS	01115110	HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI
USGS	01115114	RUSH BROOK NEAR ELMDALE RD NEAR NORTH SCITUATE, RI
USGS	01115120	UNNAMED TRIB TO SCITUATE RES NR NORTH SCITUATE, RI
USGS	01115170	MOSWANSICUT STREAM NR NORTH SCITUATE, RI
USGS	01115183	QUONAPAUG BK AT RT 116 NR NORTH SCITUATE, RI
USGS	01115184	SPRUCE BROOK NR NORTH SCITUATE, RI
USGS	01115187	PONAGANSET RIVER AT SOUTH FOSTER, RI
USGS	01115190	DOLLY COLE BK AT OLD DANIELSON PK AT S FOSTER, RI
USGS	01115265	HEMLOCK BROOK AT KING ROAD NR FOSTER, RI
USGS	01115275	BEAR TREE BROOK NR CLAYVILLE, RI
USGS	01115276	WESTCONNAUG STREAM AT PLAINFIELD PIKE, RI
USGS	01115280	CORK BK AT ROCKLAND SCITUATE RD NR CLAYVILLE, RI
USGS	01115297	WILBUR HOLLOW BK AT OLD PLAINFIELD PK NR CLAYVILLE
USGS	01115630	NOOSENECK RIVER AT NOOSENECK, RI
USGS	01116000	SOUTH BRANCH PAWTUXET RIVER AT WASHINGTON, RI
USGS	01116500	PAWTUXET RIVER AT CRANSTON, RI
USGS	01116905	HUNT R 250 FT DS FRY BRK AT FRENCHTOWN, RI
USGS	01117000	HUNT RIVER NEAR EAST GREENWICH, RI
USGS	01117350	CHIPUXET RIVER AT WEST KINGSTON, RI
USGS	01117370	QUEEN R AT LIBERTY RD AT LIBERTY RI
USGS	01117420	USQUEPAUG RIVER NEAR USQUEPAUG, RI
USGS	01117430	PAWCATUCK RIVER AT KENYON, RI
USGS	01117468	BEAVER RIVER NEAR USQUEPAUG, RI
USGS	01117500	PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI
USGS	01117800	WOOD RIVER NEAR ARCADIA, RI
USGS	01118000	WOOD RIVER AT HOPE VALLEY, RI
USGS	01118300	PENDELTON HILL BROOK NEAR CLARKS FALLS, CT
USGS	01118500	PAWCATUCK RIVER AT WESTERLY, RI
USGS	01119382	WILLIMANTIC RIVER AT MERROW RD. NEAR MERROW, CT
USGS	01119500	WILLIMANTIC RIVER NEAR COVENTRY, CT
USGS	01120790	NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT
USGS	01121000	MOUNT HOPE RIVER NEAR WARRENVILLE, CT
USGS	01121330	FENTON RIVER AT MANSFIELD, CT
USGS	01122000	NATCHAUG RIVER AT WILLIMANTIC, CT
USGS	01122500	SHETUCKET RIVER NEAR WILLIMANTIC, CT
USGS	01123000	LITTLE RIVER NEAR HANOVER, CT
USGS	011230695	SHETUCKET RIVER AT TAFTVILLE, CT
USGS	01123360	QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA
USGS	01123600	QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA
USGS	01124000	QUINEBAUG RIVER AT QUINEBAUG, CT
USGS	01124151	QUINEBAUG RIVER AT WEST THOMPSON, CT
USGS	01124350	FRENCH RIVER BELOW DAM, AT HODGES VILLAGE, MA
USGS	01124500	LITTLE RIVER NEAR OXFORD, MA
USGS	01125000	FRENCH RIVER AT WEBSTER, MA
USGS	01125100	FRENCH RIVER AT NORTH GROSVENORDALE, CT
USGS	01125490	LITTLE RIVER AT HARRISVILLE, CT
USGS	01125500	QUINEBAUG RIVER AT PUTNAM, CT
USGS	01127000	QUINEBAUG RIVER AT JEWETT CITY, CT
USGS	01127500	YANTIC RIVER AT YANTIC, CT
USGS	01129200	CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH
USGS	01129500	CONNECTICUT RIVER AT NORTH STRATFORD, NH
USGS	01130000	UPPER AMMONOOSUC RIVER NEAR GROVETON, NH
USGS	01131500	CONNECTICUT RIVER NEAR DALTON, NH
USGS	01133000	EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT
USGS	01134500	MOOSE RIVER AT VICTORY, VT
USGS	01135150	POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT
USGS	01135300	SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT
USGS	01135500	PASSUMPSIC RIVER AT PASSUMPSIC, VT
USGS	01137500	AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH
USGS	01138500	CONNECTICUT RIVER AT WELLS RIVER, VT
USGS	01139000	WELLS RIVER AT WELLS RIVER, VT
USGS	01139800	EAST ORANGE BRANCH AT EAST ORANGE, VT
USGS	01140817	ELIZABETH MINE DISCHARGE NR S STRAFFORD, VT
USGS	01141500	OMPOMPANOOSUC RIVER AT UNION VILLAGE, VT
USGS	01142500	AYERS BROOK AT RANDOLPH, VT
USGS	01144000	WHITE RIVER AT WEST HARTFORD, VT
USGS	01144500	CONNECTICUT RIVER AT WEST LEBANON, NH
USGS	01150900	OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT
USGS	01151500	OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT
USGS	01152500	SUGAR RIVER AT WEST CLAREMONT, NH
USGS	01153000	BLACK RIVER AT NORTH SPRINGFIELD, VT
USGS	01153550	WILLIAMS RIVER NEAR ROCKINGHAM VT
USGS	01154000	SAXTONS RIVER AT SAXTONS RIVER, VT
USGS	01154500	CONNECTICUT RIVER AT NORTH WALPOLE, NH
USGS	01154950	COLD RIVER AT HIGH STREET, AT ALSTEAD, NH
USGS	01155349	WEST RIVER BELOW WINHALL RIVER, NEAR JAMAICA, VT
USGS	01155500	WEST RIVER AT JAMAICA, VT
USGS	01155910	WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT
USGS	01157000	ASHUELOT RIVER NEAR GILSUM, NH
USGS	01158000	ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH
USGS	01158110	ASHUELOT RIVER ABOVE THE BRANCH, AT KEENE, NH
USGS	01158600	OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH
USGS	01160350	ASHUELOT RIVER AT WEST SWANZEY, NH
USGS	01161000	ASHUELOT RIVER AT HINSDALE, NH
USGS	01162000	MILLERS RIVER NEAR WINCHENDON, MA
USGS	01162500	PRIEST BROOK NEAR WINCHENDON, MA
USGS	01163200	OTTER RIVER AT OTTER RIVER, MA
USGS	01163500	MILLERS R BL BIRCH HILL DAM AT SOUTH ROYALSTON, MA
USGS	01164000	MILLERS RIVER AT SOUTH ROYALSTON, MA
USGS	01165000	EAST BRANCH TULLY RIVER NEAR ATHOL, MA
USGS	01166500	MILLERS RIVER AT ERVING, MA
USGS	01168250	COLD RIVER AT FLORIDA, MA
USGS	01168500	DEERFIELD RIVER AT CHARLEMONT, MA
USGS	01169000	NORTH RIVER AT SHATTUCKVILLE, MA
USGS	01169900	SOUTH RIVER NEAR CONWAY, MA
USGS	01170000	DEERFIELD RIVER NEAR WEST DEERFIELD, MA
USGS	01170100	GREEN RIVER NEAR COLRAIN, MA
USGS	01170500	CONNECTICUT RIVER AT MONTAGUE CITY, MA
USGS	01171500	MILL RIVER AT NORTHAMPTON, MA
USGS	01172010	CONNECTICUT R AT I-391 BRIDGE AT HOLYOKE, MA
USGS	01172500	WARE RIVER NEAR BARRE, MA
USGS	01173000	WARE RIVER AT INTAKE WORKS NEAR BARRE, MA
USGS	01173500	WARE RIVER AT GIBBS CROSSING, MA
USGS	01174500	EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA
USGS	01174565	WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA
USGS	01175500	SWIFT RIVER AT WEST WARE, MA
USGS	01175670	SEVENMILE RIVER NEAR SPENCER, MA
USGS	01176000	QUABOAG RIVER AT WEST BRIMFIELD, MA
USGS	01177000	CHICOPEE RIVER AT INDIAN ORCHARD, MA
USGS	01179500	WESTFIELD RIVER AT KNIGHTVILLE, MA
USGS	01180500	MIDDLE BRANCH WESTFIELD RIVER AT GOSS HEIGHTS, MA
USGS	01181000	WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA
USGS	01183500	WESTFIELD RIVER NEAR WESTFIELD, MA
USGS	01184000	CONNECTICUT RIVER AT THOMPSONVILLE, CT
USGS	01184100	STONY BROOK NEAR WEST SUFFIELD, CT
USGS	01184490	BROAD BROOK AT BROAD BROOK, CT
USGS	01185500	WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA
USGS	01186000	WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT
USGS	01186500	STILL RIVER AT ROBERTSVILLE, CT
USGS	01187300	HUBBARD RIVER NEAR WEST HARTLAND, CT
USGS	01188000	BUNNELL BROOK NEAR BURLINGTON, CT
USGS	01188090	FARMINGTON RIVER AT UNIONVILLE, CT
USGS	01189213	FARMINGTON RIVER AT SIMSBURY, CT
USGS	01189995	FARMINGTON RIVER AT TARIFFVILLE, CT
USGS	01191000	NORTH BRANCH PARK RIVER AT HARTFORD, CT
USGS	01192500	HOCKANUM RIVER NEAR EAST HARTFORD, CT
USGS	01192883	COGINCHAUG RIVER AT MIDDLEFIELD, CT
USGS	01193050	CONNECTICUT RIVER AT MIDDLE HADDAM, CT
USGS	01193348	LYMAN BROOK AT MARLBOROUGH, CT
USGS	01193500	SALMON RIVER NEAR EAST HAMPTON, CT
USGS	01194000	EIGHTMILE RIVER AT NORTH PLAIN, CT
USGS	01194500	EAST BRANCH EIGHTMILE RIVER NEAR NORTH LYME, CT
USGS	01195100	INDIAN RIVER NEAR CLINTON, CT
USGS	01195490	QUINNIPIAC RIVER AT SOUTHINGTON, CT
USGS	01195510	QUINNIPIAC RIVER DS W CENTER ST AT SOUTHINGTON, CT
USGS	01196222	QUINNIPIAC R NR MERIDEN, CT
USGS	01196500	QUINNIPIAC RIVER AT WALLINGFORD, CT
USGS	01196528	QUINNIPIAC RIVER US RTE 22 AT N HAVEN, CT
USGS	01196561	MUDDY RIVER NEAR EAST WALLINGFORD, CT
USGS	01196620	MILL RIVER NEAR HAMDEN, CT
USGS	01197000	EAST BRANCH HOUSATONIC RIVER AT COLTSVILLE, MA
USGS	01197500	HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA
USGS	01198000	GREEN RIVER NEAR GREAT BARRINGTON, MA
USGS	01198125	HOUSATONIC RIVER NEAR ASHLEY FALLS, MA
USGS	01199000	HOUSATONIC RIVER AT FALLS VILLAGE, CT
USGS	01199050	SALMON CREEK AT LIME ROCK, CT
USGS	01200000	TENMILE RIVER NEAR GAYLORDSVILLE, CT
USGS	01200500	HOUSATONIC RIVER AT GAYLORDSVILLE, CT
USGS	01201487	STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT
USGS	01202501	SHEPAUG RIVER AT PETERS DAM AT WOODVILLE, CT
USGS	01203000	SHEPAUG R NR ROXBURY, CT
USGS	012035055	POOTATUCK RIVER AT BERKSHIRE
USGS	01203510	POOTATUCK RIVER AT SANDY HOOK, CT
USGS	01203600	NONEWAUG RIVER AT MINORTOWN, CT
USGS	01203805	WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT
USGS	01204000	POMPERAUG RIVER AT SOUTHBURY, CT
USGS	01205500	HOUSATONIC RIVER AT STEVENSON, CT
USGS	01206900	NAUGATUCK RIVER AT THOMASTON, CT
USGS	01208500	NAUGATUCK RIVER AT BEACON FALLS, CT
USGS	01208873	ROOSTER RIVER AT FAIRFIELD, CT
USGS	01208925	MILL RIVER NEAR FAIRFIELD, CT
USGS	01208950	SASCO BROOK NEAR SOUTHPORT, CT
USGS	01208990	SAUGATUCK RIVER NEAR REDDING, CT
USGS	01209005	SAUGATUCK R BELOW SAUGATUCK RES NR LYONS PLAIN, CT
USGS	01209105	ASPETUCK RIVER AT ASPETUCK, CT
USGS	01209500	SAUGATUCK RIVER NEAR WESTPORT, CT
USGS	012095493	RIDGEFIELD BROOK AT SHIELDS LANE NR RIDGEFIELD, CT
USGS	01209700	NORWALK RIVER AT SOUTH WILTON, CT
USGS	01209761	FIVEMILE RIVER NEAR NEW CANAAN, CT
USGS	01209788	STAMFORD HURRICANE BARRIER AT STAMFORD, CT
USGS	01209901	RIPPOWAM RIVER AT STAMFORD, CT.
USGS	01212500	BYRAM RIVER AT PEMBERWICK, CT
USGS	01302020	BRONX RIVER AT NY BOTANICAL GARDEN AT BRONX NY
USGS	01303500	COLD SPRING BROOK AT COLD SPRING HARBOR NY
USGS	01304000	NISSEQUOGUE RIVER NEAR SMITHTOWN NY
USGS	01304500	PECONIC RIVER AT RIVERHEAD NY
USGS	01306460	CONNETQUOT BK NR CENTRAL ISLIP NY
USGS	01308500	CARLLS RIVER AT BABYLON NY
USGS	01309500	MASSAPEQUA CREEK AT MASSAPEQUA NY
USGS	01311500	VALLEY STREAM AT VALLEY STREAM NY
USGS	01312000	HUDSON RIVER NEAR NEWCOMB NY
USGS	01315000	INDIAN RIVER NEAR INDIAN LAKE NY
USGS	01315500	HUDSON RIVER AT NORTH CREEK NY
USGS	01317000	SCHROON RIVER AT RIVERBANK NY
USGS	01318500	HUDSON RIVER AT HADLEY NY
USGS	01321000	SACANDAGA RIVER NEAR HOPE NY
USGS	01325000	SACANDAGA RIVER AT STEWARTS BRIDGE NR HADLEY NY
USGS	01327500	GLENS FALLS FEEDER AT DUNHAM BASIN NY
USGS	01327750	HUDSON RIVER AT FORT EDWARD NY
USGS	01328770	HUDSON RIVER AT THOMSON NY
USGS	01329490	BATTEN KILL BELOW MILL AT BATTENVILLE NY
USGS	01330000	GLOWEGEE CREEK AT WEST MILTON NY
USGS	01331500	HOOSIC RIVER AT ADAMS, MA
USGS	01332500	HOOSIC RIVER NEAR WILLIAMSTOWN, MA
USGS	01333000	GREEN RIVER AT WILLIAMSTOWN, MA
USGS	01334000	WALLOOMSAC RIVER NEAR NORTH BENNINGTON, VT
USGS	01334500	HOOSIC RIVER NEAR EAGLE BRIDGE NY
USGS	01335754	HUDSON RIVER ABOVE LOCK 1 NEAR WATERFORD NY
USGS	01335755	HUDSON RIVER AT LOCK 1 NEAR WATERFORD NY
USGS	01336000	MOHAWK RIVER BELOW DELTA DAM NEAR ROME NY
USGS	01338000	ORISKANY CREEK NEAR ORISKANY NY
USGS	01339060	SAUQUOIT CREEK AT WHITESBORO NY
USGS	01342602	MOHAWK RIVER NEAR UTICA NY
USGS	01342682	MOYER CREEK NEAR FRANKFORT NY
USGS	01342730	STEELE CREEK AT ILION NY
USGS	01342743	FULMER CREEK NEAR MOHAWK NY
USGS	01343060	WEST CANADA CREEK NEAR WILMURT NY
USGS	01343403	BLACK CREEK NEAR GRAY NY
USGS	01346000	WEST CANADA CREEK AT KAST BRIDGE NY
